Company Name,Membership No,Membership Type,Establishment,Logo URL,Short Profile,Address,Area,Postcode,Phone,Email,Company Website,Legal Structure,Valid Till,Services
Leotech,17-09-911,General,January 2008,https://basis.org.bd/images/logo/5f688fc0b4701leotechnewlogo.png,"LEOTECH is a largest software company in software development sector.  As software development Company we have developed so many innovative and creative products and services that provide total communications and information’s solutions. We are very much expert on mobile software development (Android and IOS platform), cloud base software and desktop base software. Our most popular innovative services are education management system, multi-vendor e-commerce, ERP’s, POS management system, garments software, online news portal, news aggregator, Bulk SMS service, bulk voice, business payroll software, web design, accounts software,  short code base mobile VAS service, call Centre solution , Domain and hosting and IT consultancy.  As a leader in technology sector we are committed to provide quality service to our valuable clients and our client very much satisfied to LEOTECH quality of work and service support.  LEOTECH is to assure the highest quality of software product and services, client satisfactions, On-time delivery and best price ratio in the technology industries.  Our most popular innovative services are education management system, multi-vendor e-commerce, ERP’s, POS management system, garments software, online news portal, news aggregator, Bulk SMS service, bulk voice, business payroll software, web design, accounts software, short code base mobile VAS service, call centre solution , Domain and hosting and IT consultancy. As a leader in technology sector we are committed to provide quality service to our valuable clients and our client very much satisfied to LEOTECH quality of work and service support. LEOTECH is to assure the highest quality of software product and services, client satisfactions, On-time delivery and best price ratio in the technology industries.","House-69/J, 3rd Floor, Panthapath, Dhaka-1205",Dhanmondi,1205,8.80E+12,suman@leotechbd.com,http://www.leotechbd.com,Proprietorship,2019-12-31,"Android Development, Progotee(News Portal), Digital Marketing, RUP ERP(Garment ERP Software), Domain and Hosting, Barta(Bulk SMS Service), Education Mangement Software, Ecommarce, Web Design and Development"
Singularity Limited,18-05-935,General,January 2013,https://basis.org.bd/images/logo/201708200858051996466712_singularity-logo.jpg,"Singularity Limited is a Digital Solution Company working with Custom enterprise software solutions, Animations and Production and Next Generation Interactive media like Augmented Reality, Virtual Reality, Games etc.","House: 147, Lane: 1, Baridhara DHOS, Dhaka: 1206",Gulshan,1206,09639959595,zafir@singularitybd.com,www.singularitybd.com,Limited Company,2020-12-31,"Mobile Applications, Web Platform Solutions, Animation Studio, Digital Marketing"
BacBon Limited,18-06-944,General,December 2013,https://basis.org.bd/images/logo/5fb262250cdaclogo of BacBon ltd.png,"BacBon Limited is an Ed-Tech-based company in Bangladesh, established in 2013. We focus on making a high social impact on creating better human beings for a better society through providing quality products and services by implementing and accepting innovative ideas to accommodate inclusive and sustainable growth. Our primary focus is to employ ICT innovation to ensure inclusive educational opportunities for all, significantly reducing the gap between urban and rural areas. We have successive long experience in providing e-Learning Services (e-Learning product development and distribution), e-Learning platform development solutions (LMS), English writing improvement services, software development solutions, data-driven research & consultancy, smart solutions (smartboard, PA system, etc.), multimedia production, social media promotion and branding service, conference & training management, and information technology-enabled services.","House: 13, Block: C, Main Road, Banasree, Rampura, Dhaka: 1219.",Rampura,1219,28396601,info@bacbonltd.com,https://www.bacbonltd.com/,Limited Company,2018-12-31,"English Writing Improvement Service, Research & Consultancy, Software Development, Smart Solutions, Multimedia, Training and Event Management, Digital Marketing"
Virtual Market Solution Ltd.,18-11-656,General,January 2018,https://basis.org.bd/images/logo/5f0775ff7f22dvmsl logo.png,"Virtual Market Solution Limited (VMSL) is a private limited 360-degree IT firm located in Gulshan-1, Bangladesh. Founded in 2018, VMSL is successfully delivering good quality IT solutions to some of the top organizations of the country and is also an active member of “Bangladesh Association of Software and Information Services (BASIS)”, “Bangladesh Association of Call Center & Outsourcing (BACCO)”, “e-Commerce Association of Bangladesh (E-Cab)” and International Organization for Standardization “ISO 9001-2015”. Moreover, we obtain with “Export Registration Certificate (ERC)” and Local Trade License and enlisted in e-Government Procurement (e-GP).   Equipped with a pool of talent, and resourced appropriately for the ultimate benefit of clients, VMSL makes sure clients achieve the maximum from their IT investment. The team has made it from initial phase to today’s business stance, with full-fledged, completely owned set of variety of operations with experience in the technology industry.  VMSL’s strength lies in perceiving the client’s business processes, culture, vision and goals across the industry segments and offering client-oriented solutions regarding web development, app development, software development, animation, branding, strategy buildup, basically providing any sort of I.T. support at cost effective rates.","House 54/A, Road 132, Gulshan 1, Dhaka 1212",Gulshan,1212,+8801770555017,toha@vmsl.com.bd,www.vmsl.com.bd,Limited Company,2020-12-31,"Online Travel Booking, E-Commecer Website, Mobile Applicaton, Inventory System, Search Engine Optimization, Digital Marketing, Animation Videos, Food Delivery, Delivery System"
ROYAL IT LIMITED,20-03-1119,General,January 2017,https://basis.org.bd/images/logo/5f341e257a436Royal_IT_LTD(1).png,"Royal IT Ltd is the flagship technology company in Bangladesh. Royal IT Ltd offers Software Solutions, Web Solutions, System Solutions, IT Security Services, Mobile Application, Social business Solutions, Graphics and Animation, Search Engine Optimization, Offshore Staff Augmentation and Emerging Market Technology at competitive offshore price points","Fairy Homes (1st Floor) 7 Paribagh, Dhaka 1000",Tejgaon,1215,88029668877,royalitltdbd@gmail.com,http://royalitltd.com.bd/,Limited Company,2020-12-31,Digital Marketing
Digital Expressions Ltd.,20-09-1171,General,July 2017,https://basis.org.bd/images/logo/5fbb8e615cd0clogo.png,"After a 25 year journey to tell the stories on Social and Brand communication in Bangladesh, Expressions Ltd. takes a big step by launching digital platform on the verge of a new era of digital marketing to offer efficient service with understanding the growing needs of global digital activities to our client partners. So, here we are, Digital Expressions, the shortest straight line between two points like you and your desired service to take you to your destination.","House No 10A, Road No 25A, Block A, Banani",Banani,1213,"8832280, 8832370, 55033840",info@digitalexpressionsltd.com,http://www.digitalexpressionsltd.com,Limited Company,,Digital Marketing
Cyberdyne Technology Ltd,20-11-1196,General,August 2015,https://basis.org.bd/images/logo/5fbf95a6234c5Logo.png,"Cyberdyne Technology Ltd. founded in 2004 as a sole trading company and in 2015, the company re-organized and re-structured into a “Private Limited Company”. With an inspiring background Cyberdyne Technology Ltd. provides Software Solution (Web, Mobile & Desktop). The Team Cyberdyne Technology Ltd. always tries to represent trustworthy, ethical and better service to our client. We always glad to thank our valued customers, patrons and well wishers for their continuous support. We as a team fully dedicated to total customer satisfaction. We try to do excellence whatever we do. Our high quality services and highly experienced stuff constantly dedicated to fully customer satisfaction.","1/6/1 (2nd & 4th Floor), Tolarbag (Panir Tanki Goli), Mirpur-1, Darussalam",Mirpur,1216,01715317133,ruhul206@gmail.com,http://www.cyberdynetechnologyltd.com/,Limited Company,,"Tours & Travels, DigiShop7 (POS/Production/Project/General), Digital Marketing, O'Doctors BD, DigiEdu ERP"
Invento Software Limited,20-11-948,General,January 2015,https://basis.org.bd/images/logo/619a62dd3d0caWhatsApp Image 2020-11-11 at 5.41.46 PM.jpeg,"Invento software Limited is a software solution, IT Solutions and Digital Marketing solution provider from Dhaka Bangladesh. Our core products and solutions include ERP solution, Retail POS software, Supply Chain management software, Custom software Development, Web development, Mobile App development, Digital Marketing","House 484 (4th Floor), Road 32, New DOHS, MohaKhali",Gulshan,1206,01713178224,hello@invento.com.bd,http://www.invento.com.bd,Limited Company,,"Custom Software Development, Web Development, Mobile Application Development, Digital Marketing"
VISER X LIMITED,21-02-018,General,January 2014,https://basis.org.bd/images/logo/601bba71cbbbaVISER X Logo (Main).jpg,"VISER X is a global information technology, software development and digital marketing agency. We served more than 5000 clients from 106 countries so far.   We work in areas as diverse as software development, web development, digital marketing, web application development, search engine optimization, social media marketing, branding, mobile app development and reputation management.","House 6, Road 2, Sector 11, Uttara",Uttara,1230,01842088100,info@viserx.com,https://www.viserx.com,Limited Company,,"Search Engine Optimization, Web Development, Web Application Development, Digital Marketing"
Glossy IT,21-11-018,General,May 2011,https://basis.org.bd/images/logo/b60f092d38b87cf96c43b86f4d797a3803092023094112.jpg,"Glossy IT is a trusted global provider of IT solutions and services, including web design and development, graphic design, branding, video and photo editing, and digital platform services. With 13+ years of experience and a client base of 1850+ businesses worldwide, we offer innovative, cost-effective solutions to meet our client’s requirements.  Our clients span diverse industries and geographies, including the US, Canada, UK, Germany, Australia, and New Zealand. We've successfully partnered with digital publishers, retailers, healthcare providers, travel and tourism companies, and online brands to drive business growth and achieve goals.  We prioritize building long-term partnerships with clients, working closely with them to understand unique requirements and objectives. We leverage cutting-edge tech and best practices to deliver customized solutions, improving business outcomes and customer satisfaction.","2nd Floor, House 549, Road 8, Avenue 6, Mirpur DOHS, Dhaka - 1216",Mirpur,1216,"+8801811-548379, +8809638-400200",info@glossyit.com,https://www.glossyit.com,Proprietorship,,"Mobile Application Development, Web Design & Development, Web Application & Software Development, Search Engine Optimization - SEO, Digital Marketing"
Tech Solution IT Ltd,22-03-020,General,July 2013,https://basis.org.bd/images/logo/c07661d6a31ace8eaef386b8cded57a122032022034346.png,"Tech Solution IT is a Bangladesh based IT company that focuses on highly qualitative, timely delivered and cost-effective offshore Business development. Tech Solution IT was founded in 2014 with the express purpose of developing a skilled manpower in ICT sector of Bangladesh. From the outset the decision was made to focus purely on the ICT niche and build a reputation on providing leading-edge, tailored ICT services and solutions.   At Tech Solution IT we're dedicated to providing our customers with the most reliable service in the industry. You can choose Tech Solution IT for Custom Software Development, Complete Ecommerce Solutions including local and international Payment Gateway integration, Domain Registrations, name.com or from our Reseller Panel, Web hosting with BEST Features on the Market, Hosting Reseller, and Dedicated Server from best colocation, SSL Certificates (https), Bulk SMS SMS Gateway, Customized Billing Software, and Accounting Software. We offer web marketing with SMS Marketing, Email Marketing, Google Adwards and Facebook Advertising from Bangladesh, Instant Flexi load (Mobile Recharge) Solutions and all other web services and digital products.  Tech Solution IT is focused in E-commerce and Web Development. We treat each of our clients individually and therefore we do not offer set prices on any service. We offer affordable low-cost web design with our web design services for all personal web sites and business web sites. Our professionals believe that the key factor for the success of any on-going project is to build a spotless communication bond with our client. Our team members are not just IT professionals but have excellent communication skills with people, to meet with your needs and requirements. Our company takes care of every minute detail for what our client desire during the process of developing the project. As a web development firm our request for you to look at the information technology sector in Bangladesh in recent days. This industry has been improving very rapidly with highly skilled IT professionals and updated clear cost advantage for you to outsource your web development work to us.","56,Lake Circus Road,West Panthopoth,Dhaka",Dhanmondi,1205,+8801777866666,techsolutionitbd@gmail.com,http://www.techsolutionitbd.com,Limited Company,,Digital Marketing
E Soft Limited,22-09-035,General,January 2018,https://basis.org.bd/images/logo/028ad3b36d51ab26804e7f493710bea504102022104739.png,"E Soft Limited incorporated in 2018 as a software manufacturing and developing firm along with a handset-based value-added service provider. E Soft Limited is a concern of Edison Group, Symphony mobile handset manufacturer. We perform digital business and attained the A2P (Application to Person) license from BTRC. We provide mobile handset-based SMS service, digital content, app embed, app launcher, media buying, digital marketing as a push message through my symphony app and game embedding service. We are also developing handset-based games and software.","246 Rangs Babylonia, Level 6-9, Bir Uttam Mir Shawkat Road, Tejgaon, Dhaka 1208",Tejgaon,1208,01911878411,fahad.zitu@edison-bd.com,http://www.esoftlimited.com,Limited Company,,"Software Development, Bulk SMS, Digital Marketing"
Techabyte Solutions,22-10-010,General,June 2019,https://basis.org.bd/images/logo/d5662610d0ae48c8c88e7e1de26bd64e07102022102245.jpg,ebusiness Solutions Architect. An artisan company for your online business.,"Flat: 1B, House: 313, Road: 04, Avenue: 04, Mirpur DOHS",Mirpur,1206,01773888918,ask@techabyte.xyz,https://www.techabyte.xyz,Proprietorship,,Digital Marketing
Libanza Limited,22-10-011,General,July 2016,https://basis.org.bd/images/logo/a0bb066659972e6039a491d496143cff12102022105120.png,Libanza is a digital-led 360 brand communication agency specialising in strategy and creativity.,"House 62, 4th Floor, Road 14/1, Block G, Niketan, Gulshan 1",Gulshan,1212,09678787373,tanveer.ahmed@libanza.com.bd,http://www.libanza.com.bd,Limited Company,,Digital Marketing
Japan Marketing & Consultancy Ltd.,23-01-042,General,June 2017,https://basis.org.bd/images/logo/0867a94de96d14d03f81cd63899087c023012023015316.png,Software Development IT Enabled Service Ecommerce,"Skylark MAK84 (9th Floor), House No. 84, Road No. 11, Block-D, Banani, Dhaka-1213",Banani,1213,01729265678,info@japanmnc.com,http://www.japanmnc.com,Limited Company,,Digital Marketing
Catch Bangladesh Limited,23-08-033,General,June 2017,https://basis.org.bd/images/logo/1945fc78cee4878039aef16d1d3133f401102024100451.png,"Catch Bangladesh Limited is a privately-owned company that started its journey back on August 30, 2017, and working in a wide range of sectors and establishing its name through the showcase of its splendid works and services. Catch Bangladesh aspires to become your one-stop solution for services ranging from the ground research of a problem to making visual solution for organizations as well as to provide technology driven innovative services in different fields. We have the vision to endeavor in 7 diverse sectors and work for the purpose of solving real-life challenges. With this foresight, Catch Bangladesh has been working relentlessly to execute its plans. Catch Bangladesh always abides by its core values of being compassionate, fulfilling its commitment, achieving the reliability of clients/partners, keeping up the persistence, and being punctual and flawless in every work. Moreover, our uniqueness and exceptionality make us trustworthy to our clients/partners. We solely believe in serving the best by solving problems that are faced by people on a daily basis. We always strive for being better than before while keeping up the consistency and maintaining our exclusive features. Client satisfaction is one of the major objects on our priority list. Sustaining proper communication with partners/clients, understanding their needs and working accordingly, being transparent, and ensuring authenticity are our strengths which always keep us one step ahead of the rest.","House-74, Road- 21, Block-B, Banani, Dhaka-1213",Banani,1213,01854413001,mail@catchbangladesh.com,http://www.catchbangladesh.com,Limited Company,,"Communication and Technology Services, Digital Marketing, Software Solution"
